parkCode,states,fullName,designation,latitude,longitude,latLong,fee_usd,fee_type,fee_description
cabr,CA,Cabrillo National Monument,National Monument,32.6722503,-117.2415985,"lat:32.6722503, long:-117.2415985",15.0,Cabrillo Entrance Fee - per motorcycle,The pass is valid for seven full days.
cabr,CA,Cabrillo National Monument,National Monument,32.6722503,-117.2415985,"lat:32.6722503, long:-117.2415985",10.0,Cabrillo Entrance Fee - per walker or bicyclist,The pass is valid for seven full days.
cabr,CA,Cabrillo National Monument,National Monument,32.6722503,-117.2415985,"lat:32.6722503, long:-117.2415985",30.0,Cabrillo Entrance Fee - per commercical vehicle 1-6 Passenger Capacity*,"Cabrillo National Monument welcomes your commercial tour group. A ""commercial tour"" is defined as an organized tour that is booked and paid through a third party. Your group is welcome to come whenever it's convenient for you (no reservations are necessary), and we have plenty of bus parking available.

""Passenger Capacity"" is based on the number of seats on the vehicle, rather than number of actual passengers.

The commercial pass is only valid for one visit."
cabr,CA,Cabrillo National Monument,National Monument,32.6722503,-117.2415985,"lat:32.6722503, long:-117.2415985",45.0,Cabrillo Entrance Fee - per commercial vehicle 7-25 Passenger Capacity*,"Cabrillo National Monument welcomes your commercial tour group. A ""commercial tour"" is defined as an organized tour that is booked and paid through a third party. Your group is welcome to come whenever it's convenient for you (no reservations are necessary), and we have plenty of bus parking available.

""Passenger Capacity"" is based on the number of seats on the vehicle, rather than number of actual passengers.

The commercial pass is only valid for one visit."
cabr,CA,Cabrillo National Monument,National Monument,32.6722503,-117.2415985,"lat:32.6722503, long:-117.2415985",100.0,Cabrillo Entrance Fee - per commercial vehicle 26+ Passenger Capacity*,"Cabrillo National Monument welcomes your commercial tour group. A ""commercial tour"" is defined as an organized tour that is booked and paid through a third party. Your group is welcome to come whenever it's convenient for you (no reservations are necessary), and we have plenty of bus parking available.

""Passenger Capacity"" is based on the number of seats on the vehicle, rather than number of actual passengers.

The commercial pass is only valid for one visit."
cali,"CA,CO,ID,KS,MO,NE,NV,OR,UT,WY",California National Historic Trail,National Historic Trail,42.3999643979,-108.702415369,"lat:42.3999643979, long:-108.702415369",0.0,Entrance fees vary site by site,"There are no user or entry fees for the California National Historic Trail. Fees may be charged at some trail-related federal, state, or locally owned historic sites and interpretive facilities. Please contact individual trail sites before visiting for more information."
camo,CA,Castle Mountains National Monument,National Monument,35.29156348,-115.0935606,"lat:35.29156348, long:-115.0935606",0.0,Castle Mountains Entrance Fee,There are no fees to enter Castle Mountains National Monument.
chis,CA,Channel Islands National Park,National Park,33.98680093,-119.9112735,"lat:33.98680093, long:-119.9112735",0.0,Entrance,There is no entrance fee to visit the Channel Islands National Park.
cech,CA,César E. Chávez National Monument,National Monument,35.22729389,-118.5615781,"lat:35.22729389, long:-118.5615781",0.0,No Entrance Fee,No entrance fees are charged at César E. Chávez National Monument.
deva,"CA,NV",Death Valley National Park,National Park,36.48753731,-117.134395,"lat:36.48753731, long:-117.134395",30.0,Death Valley Entrance Fee - per vehicle,"This permit allows all persons traveling with the permit holder in one single private, non-commercial vehicle (car/truck/van) to leave and re-enter the park as many times as they wish during the 7-day period from the date of purchase."
deva,"CA,NV",Death Valley National Park,National Park,36.48753731,-117.134395,"lat:36.48753731, long:-117.134395",25.0,Death Valley Entrance Fee - per motorcycle,This permit allows persons traveling on one motorcycle to leave and re-enter the park as many times as they wish during the 7-day period from the date of purchase.
deva,"CA,NV",Death Valley National Park,National Park,36.48753731,-117.134395,"lat:36.48753731, long:-117.134395",15.0,Death Valley Entrance Fee - per individual,This permit allows a single individual traveling on foot or individuals traveling on one bicycle to leave and re-enter the park as many times as they wish during the 7-day period from the date of purchase.
depo,CA,Devils Postpile National Monument,National Monument,37.6152564,-119.0873903,"lat:37.6152564, long:-119.0873903",15.0,Reds Meadow Shuttle Bus Day Pass - Adult,"The Reds Meadow Shuttle Bus, operated by Eastern Sierra Transit, has provided transit service into the Reds Meadow Valley and to the Devils Postpile National Monument for over 30 years. Most visitors must ride the shuttle to access the Valley and Devils Postpile."
depo,CA,Devils Postpile National Monument,National Monument,37.6152564,-119.0873903,"lat:37.6152564, long:-119.0873903",7.0,Reds Meadow Shuttle Bus Day Pass - Child (3-15),"The Reds Meadow Shuttle Bus, operated by Eastern Sierra Transit,  has provided transit service into the Reds Meadow Valley and to the Devils Postpile National Monument for over 30 years. Most visitors must ride the shuttle to access the Valley and Devils Postpile."
euon,CA,Eugene O'Neill National Historic Site,National Historic Site,37.82604456,-122.0271566,"lat:37.82604456, long:-122.0271566",0.0,Eugene O'Neill National Historic Site,There are no entrance fees for this site. Entrance is by reservation only.
fopo,CA,Fort Point National Historic Site,National Historic Site,37.80837439,-122.473747,"lat:37.80837439, long:-122.473747",0.0,Entry to Fort Point is FREE!,There is no charge to visit Fort Point.
goga,CA,Golden Gate National Recreation Area,National Recreation Area,37.85982543,-122.6007386,"lat:37.85982543, long:-122.6007386",0.0,Visiting Golden Gate is free except for Alcatraz Island and Muir Woods National Monument.,"With the exception of the entrance fee for Muir Woods National Monument and the cost of the ferry to visit Alcatraz Island, there is no fee to visit lands of Golden Gate National Recreation Area."
jomu,CA,John Muir National Historic Site,National Historic Site,37.9828422,-122.1326097,"lat:37.9828422, long:-122.1326097",0.0,John Muir National Historic Site,The John Muir National Historic Site and Mount Wanda are free to visit.
jotr,CA,Joshua Tree National Park,National Park,33.91418525,-115.8398125,"lat:33.91418525, long:-115.8398125",30.0,Entrance Fee,"7-day vehicle permit, admitting the passengers of a single, non-commercial vehicle on the day of purchase and for the next six days."
jotr,CA,Joshua Tree National Park,National Park,33.91418525,-115.8398125,"lat:33.91418525, long:-115.8398125",25.0,Motorcycle Entrance Fee,"7-day entrance permit, per motorcycle."
jotr,CA,Joshua Tree National Park,National Park,33.91418525,-115.8398125,"lat:33.91418525, long:-115.8398125",15.0,Individual Entrance Fee,"7-day entrance fee, per person on foot or bike."
lavo,CA,Lassen Volcanic National Park,National Park,40.49354575,-121.4075993,"lat:40.49354575, long:-121.4075993",10.0,Winter Pass,Valid for 1-7 days at Lassen Volcanic National Park between December 1 and April 15.
lavo,CA,Lassen Volcanic National Park,National Park,40.49354575,-121.4075993,"lat:40.49354575, long:-121.4075993",30.0,Vehicle Pass,Valid for 1-7 days at Lassen Volcanic National Park between April 16 and November 30
lavo,CA,Lassen Volcanic National Park,National Park,40.49354575,-121.4075993,"lat:40.49354575, long:-121.4075993",25.0,Motorcycle Pass,Valid for one motorcycle regardless of the amount of passengers. Valid for 7 days at Lassen Volcanic National Park.
lavo,CA,Lassen Volcanic National Park,National Park,40.49354575,-121.4075993,"lat:40.49354575, long:-121.4075993",15.0,Individual Entrance Pass,"Per person entrance fee for a visitor traveling on foot, bicycle, or for individuals traveling together in a vehicle as a non-commercial, organized group.Valid for 7 days at Lassen Volcanic National Park."
labe,CA,Lava Beds National Monument,National Monument,41.75915823,-121.5172189,"lat:41.75915823, long:-121.5172189",25.0,Lava Beds Entrance Fee,"The entrance fee is good for 7 days and can be paid for with cash, check, or credit card. Entrance fee is per vehicle."
labe,CA,Lava Beds National Monument,National Monument,41.75915823,-121.5172189,"lat:41.75915823, long:-121.5172189",15.0,"Lava Beds Entrance Fee- Individual (Bicycle, Hiker, Horseback, etc.)","The entrance fee is good for 7 days and can be paid for with cash, check, or credit card."
labe,CA,Lava Beds National Monument,National Monument,41.75915823,-121.5172189,"lat:41.75915823, long:-121.5172189",20.0,Lava Beds Entrance Fee- Motorcycle,"The entrance fee is good for 7 days and can be paid for with cash, check, or credit card. Entrance fee is per Motorcycle."
manz,CA,Manzanar National Historic Site,National Historic Site,36.72559195,-118.1547177,"lat:36.72559195, long:-118.1547177",0.0,Entrance Fees,There is no fee to enter Manzanar National Historic Site. Enjoy your visit!
moja,CA,Mojave National Preserve,National Preserve,35.12485941,-115.5168258,"lat:35.12485941, long:-115.5168258",0.0,Mojave Entrance Fee,Mojave National Preserve does not charge a fee to enter the park
muwo,CA,Muir Woods National Monument,National Monument,37.89658027,-122.5808047,"lat:37.89658027, long:-122.5808047",15.0,Muir Woods Entrance Fee,"The entry fee to Muir Woods is $15 a person, ages 16 and over. Children are free."
muwo,CA,Muir Woods National Monument,National Monument,37.89658027,-122.5808047,"lat:37.89658027, long:-122.5808047",9.0,Parking and Shuttle Reservations,"Parking Reservations are required. There is also a shuttle service to bring visitors to Muir Woods. Visit www.GoMuirWoods.com ahead of your visit to purchase a parking reservation and shuttle information.

Fees
Parking Reservation
$9.00 Standard Vehicle (under 17')
$30.00 Medium Vehicle (17'-22')
$45.00 Large Vehicle (22'-35')"
pinn,CA,Pinnacles National Park,National Park,36.49029208,-121.1813607,"lat:36.49029208, long:-121.1813607",30.0,"Private, Non-Commercial Vehicles",Valid for 7 days
pinn,CA,Pinnacles National Park,National Park,36.49029208,-121.1813607,"lat:36.49029208, long:-121.1813607",25.0,Motorcycle,Valid for seven days
pinn,CA,Pinnacles National Park,National Park,36.49029208,-121.1813607,"lat:36.49029208, long:-121.1813607",15.0,"Individual, Hike / Bicycle",Valid for 7 days
pinn,CA,Pinnacles National Park,National Park,36.49029208,-121.1813607,"lat:36.49029208, long:-121.1813607",15.0,"Organized, Non-Commercial Groups","Visitors 16 years and older (i.e. service organizations, scouts, church groups, and college/school clubs) in buses and vehicles with 16 passenger capacity or more.
Valid for 7 days"
pinn,CA,Pinnacles National Park,National Park,36.49029208,-121.1813607,"lat:36.49029208, long:-121.1813607",25.0,"Commercial Vehicle, 1 to 6 passenger capacity",7 days for original manifest
pinn,CA,Pinnacles National Park,National Park,36.49029208,-121.1813607,"lat:36.49029208, long:-121.1813607",40.0,"Commercial Vehicle, 7 to 25 passenger capacity",7 days for original manifest
pinn,CA,Pinnacles National Park,National Park,36.49029208,-121.1813607,"lat:36.49029208, long:-121.1813607",100.0,"Commercial Tour Bus or Motorcoach, 26 or more passenger capacity",7 days for original manifest
pore,CA,Point Reyes National Seashore,National Seashore,38.05511241,-122.8797804,"lat:38.05511241, long:-122.8797804",0.0,Point Reyes National Seashore Entrance Fee,There is no entrance fee to visit Point Reyes National Seashore.
poex,"CA,CO,KS,MO,NE,NV,UT,WY",Pony Express National Historic Trail,National Historic Trail,42.2365761128,-109.266148417,"lat:42.2365761128, long:-109.266148417",0.0,Entrance fees vary site by site,"There are no user or entry fees for the Pony Express National Historic Trail. Fees may be charged at some trail-related federal, state, or locally owned historic sites and interpretive facilities. Please contact individual trail sites before visiting for more information."
poch,CA,Port Chicago Naval Magazine National Memorial,National Memorial,38.05685472,-122.0301603,"lat:38.05685472, long:-122.0301603",0.0,Port Chicago Naval Magazine National Memorial,Reservations are free. No park fee required.
prsf,CA,Presidio of San Francisco,,37.797,-122.4671,"lat:37.797, long:-122.4671",0.0,Presidio of San Francisco,There is not entry fee.
redw,CA,Redwood National and State Parks,National and State Parks,41.37237268,-124.0318129,"lat:41.37237268, long:-124.0318129",0.0,Redwood National Park and State Parks Entrance Fee,There are no entrance fees to drive the scenic roads or highways in our three state parks and national park.
redw,CA,Redwood National and State Parks,National and State Parks,41.37237268,-124.0318129,"lat:41.37237268, long:-124.0318129",12.0,Gold Bluffs Beach / Fern Canyon - Day Use & Vehicle Fees,"Day use fee. To be paid at the California State Park entrance kiosk at the southern end of Gold Bluffs Beach. State and federal passes will be honored.

Free permits are required to enter the Gold Bluffs Beach Day Use Area from May 1st to September 30th."
