Park Code,State(s),Park Name,Designation,Latitude,Longitude,Coordinates,Fee (USD),Fee Type,Fee Description
cabr,CA,Cabrillo National Monument,National Monument,32.6722503,-117.2415985,"lat:32.6722503, long:-117.2415985",$10.00,Entrance - Per Person,"Admits one individual when entering by foot or bicycle. Groups of up to 4 people walking in or on bicycles are capped at $20 total.

Individuals 15 years old and younger are admitted free of charge."
cabr,CA,Cabrillo National Monument,National Monument,32.6722503,-117.2415985,"lat:32.6722503, long:-117.2415985",$30.00,Commercial Entrance - Sedan,1 to 6 / ($30)
cabr,CA,Cabrillo National Monument,National Monument,32.6722503,-117.2415985,"lat:32.6722503, long:-117.2415985",$45.00,Commercial Entrance - Van,7 to 25 / ($45)
cabr,CA,Cabrillo National Monument,National Monument,32.6722503,-117.2415985,"lat:32.6722503, long:-117.2415985",$45.00,Commercial Entrance - Mini-bus,7 to 25 / ($45)
cabr,CA,Cabrillo National Monument,National Monument,32.6722503,-117.2415985,"lat:32.6722503, long:-117.2415985",$100.00,Commercial Entrance - Motor Coach,26 or more / ($100)
cabr,CA,Cabrillo National Monument,National Monument,32.6722503,-117.2415985,"lat:32.6722503, long:-117.2415985",$20.00,Entrance - Non-commercial Groups,"Organized Non-Commercial Groups include church groups, college/school groups, scouts, service organizations, military, etc.
Vehicles with a capacity of 16 or less are charged the $20.00 vehicle permit fee. Vehicles with 17 or more seats will instead be charged the $10 per person individual rate for any passengers that are not free. The total fee charged for an Organized Non-Commercial Group will not exceed $100 per vehicle."
cali,"CA,CO,ID,KS,MO,NE,NV,OR,UT,WY",California National Historic Trail,National Historic Trail,42.3999643979,-108.702415369,"lat:42.3999643979, long:-108.702415369",$0.00,No Fee,This location does not charge an entrance fee.
camo,CA,Castle Mountains National Monument,National Monument,35.29156348,-115.0935606,"lat:35.29156348, long:-115.0935606",$0.00,No Fee,This location does not charge an entrance fee.
chis,CA,Channel Islands National Park,National Park,33.98680093,-119.9112735,"lat:33.98680093, long:-119.9112735",$0.00,No Fee,This location does not charge an entrance fee.
cech,CA,César E. Chávez National Monument,National Monument,35.22729389,-118.5615781,"lat:35.22729389, long:-118.5615781",$0.00,No Fee,This location does not charge an entrance fee.
deva,"CA,NV",Death Valley National Park,National Park,36.48753731,-117.134395,"lat:36.48753731, long:-117.134395",$30.00,Entrance - Private Vehicle,"This permit allows all persons traveling with the permit holder in one single private, non-commercial vehicle (car/truck/van/RV/aircraft) to leave and re-enter the park as many times as they wish during the 7-day period from the date of purchase."
deva,"CA,NV",Death Valley National Park,National Park,36.48753731,-117.134395,"lat:36.48753731, long:-117.134395",$25.00,Entrance - Motorcycle,This permit allows persons traveling on one motorcycle to leave and re-enter the park as many times as they wish during the 7-day period from the date of purchase.
deva,"CA,NV",Death Valley National Park,National Park,36.48753731,-117.134395,"lat:36.48753731, long:-117.134395",$15.00,Entrance - Per Person,This permit allows a single individual traveling on foot or individuals traveling on one bicycle to leave and re-enter the park as many times as they wish during the 7-day period from the date of purchase.
deva,"CA,NV",Death Valley National Park,National Park,36.48753731,-117.134395,"lat:36.48753731, long:-117.134395",$10.00,Commercial Entrance - Per Person,"1 - 6 Passenger Vehicle: $25 + $10 per person.

In addition to the entrance fees listed below, additional permits are required for commercial groups, special park uses (weddings, memorialization, group events, etc.), commercial film and photography, research, and more."
deva,"CA,NV",Death Valley National Park,National Park,36.48753731,-117.134395,"lat:36.48753731, long:-117.134395",$25.00,Commercial Entrance - Sedan,"1 - 6 Passenger Vehicle: $25 + $10 per person

In addition to the entrance fees listed below, additional permits are required for commercial groups, special park uses (weddings, memorialization, group events, etc.), commercial film and photography, research, and more."
deva,"CA,NV",Death Valley National Park,National Park,36.48753731,-117.134395,"lat:36.48753731, long:-117.134395",$75.00,Commercial Entrance - Van,"7 - 15 Passenger Vehicle: $75

In addition to the entrance fees listed below, additional permits are required for commercial groups, special park uses (weddings, memorialization, group events, etc.), commercial film and photography, research, and more."
deva,"CA,NV",Death Valley National Park,National Park,36.48753731,-117.134395,"lat:36.48753731, long:-117.134395",$100.00,Commercial Entrance - Mini-bus,"16 - 25 Passenger Vehicle: $100

In addition to the entrance fees listed below, additional permits are required for commercial groups, special park uses (weddings, memorialization, group events, etc.), commercial film and photography, research, and more."
deva,"CA,NV",Death Valley National Park,National Park,36.48753731,-117.134395,"lat:36.48753731, long:-117.134395",$200.00,Commercial Entrance - Motor Coach,"26 + Passenger Vehicle: $200

In addition to the entrance fees listed below, additional permits are required for commercial groups, special park uses (weddings, memorialization, group events, etc.), commercial film and photography, research, and more."
deva,"CA,NV",Death Valley National Park,National Park,36.48753731,-117.134395,"lat:36.48753731, long:-117.134395",$15.00,Entrance - Non-commercial Groups,"Non-commercial Groups (e.g., Scout groups, church groups, etc.) entering in a vehicle with a capacity of 16 persons or more are charged per-person for each person on board, not to exceed $200."
deva,"CA,NV",Death Valley National Park,National Park,36.48753731,-117.134395,"lat:36.48753731, long:-117.134395",$0.00,Entrance - Education/Academic Groups,"National Park Service regulations allow school groups and other approved national and international academic institutions to obtain a waiver of Park entrance fees, provided that visit is for educational or scientific purposes, and the resources or facilities that the group intends to use, support those purposes. Submit your waiver through the link below at least one month prior to your visit."
depo,CA,Devils Postpile National Monument,National Monument,37.6152564,-119.0873903,"lat:37.6152564, long:-119.0873903",$0.00,No Fee,This location does not charge an entrance fee.
euon,CA,Eugene O'Neill National Historic Site,National Historic Site,37.82604456,-122.0271566,"lat:37.82604456, long:-122.0271566",$0.00,No Fee,This location does not charge an entrance fee.
fopo,CA,Fort Point National Historic Site,National Historic Site,37.80837439,-122.473747,"lat:37.80837439, long:-122.473747",$0.00,No Fee,This location does not charge an entrance fee.
goga,CA,Golden Gate National Recreation Area,National Recreation Area,37.85982543,-122.6007386,"lat:37.85982543, long:-122.6007386",$0.00,No Fee,This location does not charge an entrance fee.
jomu,CA,John Muir National Historic Site,National Historic Site,37.9828422,-122.1326097,"lat:37.9828422, long:-122.1326097",$0.00,No Fee,This location does not charge an entrance fee.
jotr,CA,Joshua Tree National Park,National Park,33.91418525,-115.8398125,"lat:33.91418525, long:-115.8398125",$30.00,Entrance - Private Vehicle,"7-day vehicle permit, admitting the passengers of a single, non-commercial vehicle on the day of purchase and for the next six days."
jotr,CA,Joshua Tree National Park,National Park,33.91418525,-115.8398125,"lat:33.91418525, long:-115.8398125",$25.00,Entrance - Motorcycle,"7-day entrance permit, per motorcycle."
jotr,CA,Joshua Tree National Park,National Park,33.91418525,-115.8398125,"lat:33.91418525, long:-115.8398125",$15.00,Entrance - Per Person,"7-day entrance fee, per person on foot or bike."
lavo,CA,Lassen Volcanic National Park,National Park,40.49354575,-121.4075993,"lat:40.49354575, long:-121.4075993",$30.00,Entrance - Private Vehicle,Valid for up to 7 consecutive days from the day of purchase at Lassen Volcanic National Park. Payable in-person at park entrances. Self-registration when not staffed.
lavo,CA,Lassen Volcanic National Park,National Park,40.49354575,-121.4075993,"lat:40.49354575, long:-121.4075993",$10.00,Entrance - Private Vehicle,Valid for up to 7 consecutive days at Lassen Volcanic National Park between December 1 and April 15. Payable in-person at park entrances. Self-registration when not staffed.
lavo,CA,Lassen Volcanic National Park,National Park,40.49354575,-121.4075993,"lat:40.49354575, long:-121.4075993",$25.00,Entrance - Motorcycle,Valid for one motorcycle regardless of the amount of passengers. Valid for up to 7 consecutive days at Lassen Volcanic National Park. Payable in-person at park entrances. Self-registration when not staffed.
lavo,CA,Lassen Volcanic National Park,National Park,40.49354575,-121.4075993,"lat:40.49354575, long:-121.4075993",$15.00,Entrance - Per Person,"Per person entrance fee for one entry on foot, bicycle, or for individuals traveling together in a vehicle as a non-commercial, organized group. Valid for 7 consecutive days at Lassen Volcanic National Park. Payable in-person at park entrances. Self-registration when not staffed."
lavo,CA,Lassen Volcanic National Park,National Park,40.49354575,-121.4075993,"lat:40.49354575, long:-121.4075993",$0.00,Entrance - Education/Academic Groups,"School groups are eligible for a fee waiver. Applicants must prove they are a bona fide academic institution, provide a written statement confirming that the visit supports a specific curriculum for which academic credit is offered, and provide a written statement identifying the park resources and/or facilities that will be used to support the educational purpose of the visit, and how they are relevant to that purpose."
lavo,CA,Lassen Volcanic National Park,National Park,40.49354575,-121.4075993,"lat:40.49354575, long:-121.4075993",$25.00,Commercial Entrance - Sedan,"Valid for up to 7 consecutive days for a vehicle carrying the same group of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. The entry fees are based upon the total seating capacity of vehicles regardless of the actual number of passengers. Annual or lifetime passes are not accepted."
lavo,CA,Lassen Volcanic National Park,National Park,40.49354575,-121.4075993,"lat:40.49354575, long:-121.4075993",$50.00,Commercial Entrance - Van,"Valid for up to 7 consecutive days for a vehicle carrying the same group of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. The entry fees are based upon the total seating capacity of vehicles regardless of the actual number of passengers. Annual or lifetime passes are not accepted."
lavo,CA,Lassen Volcanic National Park,National Park,40.49354575,-121.4075993,"lat:40.49354575, long:-121.4075993",$60.00,Commercial Entrance - Mini-bus,"Valid for up to 7 consecutive days for a vehicle carrying the same group of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. The entry fees are based upon the total seating capacity of vehicles regardless of the actual number of passengers. Annual or lifetime passes are not accepted."
lavo,CA,Lassen Volcanic National Park,National Park,40.49354575,-121.4075993,"lat:40.49354575, long:-121.4075993",$150.00,Commercial Entrance - Motor Coach,"Valid for up to 7 consecutive days for a vehicle carrying the same group of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. The entry fees are based upon the total seating capacity of vehicles regardless of the actual number of passengers. Annual or lifetime passes are not accepted."
